1	2.384185648907078e-08	1.5954927767155993
101	1.3037872178359742	0.9398805380422127
201	0.7088055031311419	0.6323245202867234
301	0.5814668260921515	0.45274880287142427
401	0.3582688057483392	0.340196334172236
501	0.3398227925389074	0.2999868551482115
601	0.1876959511091991	0.3203633620798016
701	0.42422619840086556	0.27743439410212617
801	0.3057320292596705	0.2617957952089426
901	0.39434329996234735	0.24509753975827145
1001	0.10993339485314209	0.25317581181407195
1101	0.3430013648333261	0.24027480768511383
1201	0.218962947546097	0.24133926406834047
1301	0.1831167489395011	0.23158068515906874
1401	0.12472141494421521	0.23185061738693452
